5,-1.090039827791919,-2.930683887870952,1.0444957779142285,-1.8787712040857578,-0.42453134432322237,-0.04535246308456031,2.5258562653807886,2.1684714237295823,2.9856044878320214,-2.6616803366050394,-0.1385856727142718,-2.0735810695937946,-1.6633208406251576,-1.0236368412449197,0.03152619699892867
15,-1.090039827791919,-2.930683887870952,1.0444957779142285,-1.8787712040857578,-0.42453134432322237,-0.04535246308456031,2.5258562653807886,2.1684714237295823,2.9856044878320214,-2.6616803366050394,-0.1385856727142718,-2.0735810695937946,-1.6633208406251576,-1.0236368412449197,0.03152619699892867
20,-1.090039827791919,-2.930683887870952,1.0444957779142285,-1.8787712040857578,-0.42453134432322237,-0.04535246308456031,2.5258562653807886,2.1684714237295823,2.9856044878320214,-2.6616803366050394,-0.1385856727142718,-2.0735810695937946,-1.6633208406251576,-1.0236368412449197,0.03152619699892867
30,-1.090039827791919,-2.930683887870952,1.0444957779142285,-1.8787712040857578,-0.42453134432322237,-0.04535246308456031,2.5258562653807886,2.1684714237295823,2.9856044878320214,-2.6616803366050394,-0.1385856727142718,-2.0735810695937946,-1.6633208406251576,-1.0236368412449197,0.03152619699892867
50,-1.090039827791919,-2.930683887870952,1.0444957779142285,-1.8787712040857578,-0.42453134432322237,-0.04535246308456031,2.5258562653807886,2.1684714237295823,2.9856044878320214,-2.6616803366050394,-0.1385856727142718,-2.0735810695937946,-1.6633208406251576,-1.0236368412449197,0.03152619699892867
2825,-1.090039827791919,-2.930683887870952,1.0444957779142285,-1.8787712040857578,-0.42453134432322237,-0.04535246308456031,2.5258562653807886,2.1684714237295823,2.9856044878320214,-2.6616803366050394,-0.1385856727142718,-2.0735810695937946,-1.6633208406251576,-1.0236368412449197,0.03152619699892867
3300,-1.090039827791919,-2.930683887870952,1.0444957779142285,-1.8787712040857578,-0.42453134432322237,-0.04535246308456031,2.5258562653807886,2.1684714237295823,2.9856044878320214,-2.6616803366050394,-0.1385856727142718,-2.0735810695937946,-1.6633208406251576,-1.0236368412449197,0.03152619699892867
3440,-1.090039827791919,-2.930683887870952,1.0444957779142285,-1.8787712040857578,-0.42453134432322237,-0.04535246308456031,2.5258562653807886,2.1684714237295823,2.9856044878320214,-2.6616803366050394,-0.1385856727142718,-2.0735810695937946,-1.6633208406251576,-1.0236368412449197,0.03152619699892867
3595,-1.090039827791919,-2.930683887870952,1.0444957779142285,-1.8787712040857578,-0.42453134432322237,-0.04535246308456031,2.5258562653807886,2.1684714237295823,2.9856044878320214,-2.6616803366050394,-0.1385856727142718,-2.0735810695937946,-1.6633208406251576,-1.0236368412449197,0.03152619699892867
3750,-1.090039827791919,-2.930683887870952,1.0444957779142285,-1.8787712040857578,-0.42453134432322237,-0.04535246308456031,2.5258562653807886,2.1684714237295823,2.9856044878320214,-2.6616803366050394,-0.1385856727142718,-2.0735810695937946,-1.6633208406251576,-1.0236368412449197,0.03152619699892867
