5,22.693611435820433
15,22.40535650240808
20,22.271057451320086
30,22.24859546128699
50,22.0
2825,21.540659228538015
3300,21.517434791350013
3440,21.236760581595302
3595,21.166010488516726
3750,20.71231517720798
3995,20.518284528683193
4145,20.37154878746336
4370,20.273134932713294
4375,19.672315572906
4465,19.621416870348583
4645,19.595917942265423
4705,19.078784028338912
4760,18.49324200890693
5155,18.083141320025124
5315,17.832554500127006
5435,17.4928556845359
5525,17.378147196982766
5615,17.175564037317667
5720,16.881943016134134
5790,16.822603841260722
5885,16.3707055437449
5970,16.30950643030009
6290,15.811388300841896
6535,15.620499351813308
6645,15.329709716755891
7185,15.066519173319364
7220,14.696938456699069
7425,14.594519519326424
7635,14.45683229480096
7665,14.0
7890,12.884098726725126
9465,12.767145334803704
5,24.839484696748443
10,23.45207879911715
15,23.388031127053
25,22.693611435820433
35,22.627416997969522
70,22.181073012818835
210,21.908902300206645
490,21.447610589527216
725,20.71231517720798
925,20.46948949045872
1045,20.396078054371138
1250,20.024984394500787
1520,19.949937343260004
1620,19.924858845171276
1625,19.672315572906
1730,19.570385790780925
2000,19.44222209522358
2075,18.894443627691185
2275,18.841443681416774
2335,18.734993995195193
2380,17.832554500127006
2800,17.69180601295413
3300,17.26267650163207
3310,16.673332000533065
3945,16.3707055437449
4115,16.278820596099706
4555,15.937377450509228
4825,15.329709716755891
5165,15.066519173319364
5395,14.560219778561036
6140,13.674794331177344
6165,13.19090595827292
6720,12.449899597988733
7675,12.36931687685298
11980,12.12435565298214
12035,11.090536506409418
13015,10.535653752852738
13050,10.198039027185569
13160,10.04987562112089
