5,23.664319132398465
10,22.847319317591726
15,22.338307903688676
35,22.20360331117452
80,21.93171219946131
110,21.2602916254693
3290,21.18962010041709
3295,20.566963801203133
3300,19.974984355438178
3330,18.894443627691185
3345,18.65475810617763
3365,18.547236990991408
3385,16.703293088490067
3425,16.0312195418814
3435,15.165750888103101
3480,14.352700094407323
3565,14.106735979665885
3570,13.711309200802088
3615,12.884098726725126
3730,10.954451150103322
4115,9.848857801796104
4300,9.797958971132712
4565,9.746794344808963
5000,7.874007874011811
